1593414011.5453665,22.75,22.37,22.44,22.62,22.56,22.25,22.44,22.56,22.56,22.56,22.44,22.56,22.50,22.56,22.62,-127.00,512,520,525,536,530,538,541,539,541,542,532,533,492,457,420,368,23.7999992370,81.00,14850
1593414311.387085,22.75,22.44,22.44,22.69,22.56,22.31,22.44,22.62,22.56,22.56,22.44,22.62,22.50,22.62,22.62,-127.00,512,520,525,536,530,538,541,539,542,542,532,533,493,459,419,365,23.7599983215,81.01,14850
1593414612.1642184,22.75,22.44,22.44,22.69,22.62,22.31,22.50,22.62,22.56,22.56,22.50,22.62,22.56,22.62,22.69,-127.00,512,520,525,536,530,538,541,539,541,542,532,534,493,456,420,369,23.8099975585,80.98,14850
1593414911.9265337,22.81,22.50,22.50,22.75,22.62,22.37,22.50,22.75,22.62,22.69,22.56,22.69,22.56,22.69,22.75,-127.00,512,520,525,536,529,538,540,539,541,542,532,533,494,460,419,364,23.8999977111,80.93,14850
1593415212.09062,22.87,22.56,22.56,22.75,22.69,22.44,22.56,22.75,22.69,22.69,22.56,22.75,22.62,22.75,22.75,-127.00,512,520,525,536,530,538,541,538,541,542,535,534,493,457,420,369,23.8799972534,80.73,14850
1593415511.942351,22.87,22.56,22.56,22.81,22.69,22.44,22.62,22.81,22.69,22.75,22.62,22.75,22.69,22.81,22.81,-127.00,512,520,524,536,530,538,541,539,542,543,533,533,493,456,418,369,24.0599975585,80.84,14850
1593415811.7598894,22.94,22.62,22.62,22.81,22.75,22.50,22.62,22.81,22.75,22.75,22.62,22.75,22.69,22.81,22.81,-127.00,513,521,526,537,530,540,542,540,541,543,534,534,494,455,417,369,23.9799995422,80.91,14850
1593416111.639587,22.94,22.62,22.62,22.87,22.75,22.50,22.62,22.81,22.75,22.81,22.69,22.81,22.69,22.81,22.87,-127.00,512,520,525,536,530,538,542,539,541,542,532,533,494,459,418,363,24.0000000000,81.17,14850
1593416411.4884431,22.94,22.62,22.62,22.87,22.75,22.50,22.62,22.81,22.81,22.81,22.69,22.81,22.75,22.81,22.87,-127.00,512,520,525,536,530,539,541,539,541,542,533,534,492,455,418,368,23.9799995422,81.17,14850
1593416711.290049,23.00,22.69,22.69,22.94,22.81,22.50,22.69,22.87,22.81,22.81,22.69,22.81,22.75,22.87,22.87,-127.00,512,520,525,536,530,538,541,539,541,543,532,534,492,454,417,367,23.9599990844,81.20,14850
1593417012.16754,23.00,22.69,22.69,22.87,22.81,22.50,22.69,22.87,22.81,22.81,22.69,22.87,22.75,22.87,22.87,-127.00,512,520,525,536,529,540,541,539,541,543,532,534,495,458,415,363,24.0000000000,81.09,14850
1593417312.1618955,23.00,22.69,22.69,22.94,22.81,22.56,22.69,22.87,22.81,22.87,22.75,22.87,22.75,22.87,22.87,-127.00,512,520,525,536,529,538,541,539,541,542,533,534,493,454,415,367,24.0699996948,81.14,14850
1593417611.949299,23.06,22.69,22.69,22.94,22.87,22.56,22.75,22.87,22.87,22.87,22.75,22.87,22.81,22.94,22.94,-127.00,512,520,525,536,530,538,541,539,540,542,533,534,492,455,418,368,24.0899963378,81.09,14850
1593417911.765537,23.06,22.69,22.75,22.94,22.87,22.62,22.75,22.94,22.87,22.87,22.75,22.87,22.81,22.94,22.94,-127.00,512,521,525,536,530,539,541,539,541,543,533,534,492,455,419,368,24.0899963378,81.15,14850
1593418211.6264465,23.12,22.75,22.75,23.00,22.94,22.62,22.81,23.00,22.87,22.94,22.81,22.94,22.87,23.00,23.00,-127.00,512,520,525,536,530,538,541,539,541,543,532,534,495,460,419,364,24.1399993896,80.83,14850
1593418511.404087,23.12,22.75,22.81,23.00,22.94,22.62,22.81,23.00,22.94,22.94,22.81,23.00,22.87,23.00,23.00,-127.00,512,521,525,536,530,538,541,539,541,543,533,534,493,455,418,369,24.1299972534,80.78,14850
1593418811.4951994,23.12,22.75,22.81,23.06,22.94,22.62,22.81,23.00,22.94,22.94,22.81,22.94,22.87,23.00,23.00,-127.00,512,520,525,536,530,539,541,539,540,543,533,534,493,456,419,369,24.1199951171,80.88,14850
1593419111.5713525,23.06,22.75,22.75,23.00,22.87,22.62,22.81,22.94,22.87,22.87,22.81,22.94,22.87,22.94,23.00,-127.00,512,520,525,536,530,538,541,539,541,542,533,534,493,455,417,369,24.0599975585,80.92,14850
1593419411.572248,23.06,22.75,22.75,23.00,22.87,22.62,22.75,22.94,22.87,22.87,22.75,22.94,22.81,22.94,23.00,-127.00,512,520,525,536,530,538,541,539,541,542,532,533,495,456,415,367,24.0100021362,81.04,14850
1593419711.3375897,23.06,22.75,22.75,23.00,22.87,22.62,22.75,22.94,22.87,22.87,22.81,22.94,22.81,22.94,23.00,-127.00,512,521,525,536,529,539,541,539,541,542,532,534,495,455,415,365,24.0400009155,81.05,14850
1593420012.2178125,23.06,22.69,22.75,22.94,22.87,22.62,22.75,22.87,22.87,22.87,22.75,22.87,22.87,22.94,22.94,-127.00,512,520,525,536,530,538,541,539,541,542,532,534,492,455,419,369,24.0000000000,81.01,14850
1593420312.0568054,23.06,22.69,22.75,22.94,22.87,22.62,22.75,22.87,22.87,22.87,22.75,22.87,22.81,22.87,22.94,-127.00,512,521,525,536,529,538,541,539,542,543,533,533,493,458,420,368,23.9699974060,81.06,14850
1593420611.8521755,23.06,22.69,22.69,22.94,22.87,22.56,22.75,22.87,22.87,22.81,22.75,22.87,22.81,22.87,22.94,-127.00,512,521,525,536,530,538,541,539,541,542,533,534,495,456,416,367,23.9799995422,81.06,14850
1593420911.730184,23.00,22.69,22.69,22.94,22.87,22.56,22.75,22.87,22.81,22.81,22.75,22.87,22.81,22.87,22.94,-127.00,513,521,526,537,531,539,542,540,542,543,534,534,495,460,419,364,23.9599990844,81.06,14850
1593421211.5513916,23.00,22.69,22.69,22.87,22.81,22.56,22.69,22.81,22.81,22.81,22.69,22.87,22.81,22.87,22.94,-127.00,512,520,525,536,530,538,541,539,541,542,532,533,495,459,417,364,23.9599990844,81.06,14850
1593421511.3984675,23.06,22.69,22.69,22.94,22.81,22.56,22.69,22.81,22.81,22.81,22.69,22.87,22.75,22.87,22.94,-127.00,512,520,525,536,530,538,541,539,541,542,533,534,494,460,419,364,23.9199981689,81.03,14850
1593421811.4030056,23.00,22.69,22.69,22.87,22.81,22.56,22.69,22.81,22.81,22.81,22.69,22.81,22.75,22.81,22.87,-127.00,512,520,525,536,529,539,541,539,542,543,533,534,495,457,415,365,23.9199981689,81.05,14850
1593422112.2390203,23.00,22.62,22.69,22.87,22.81,22.50,22.69,22.81,22.81,22.75,22.69,22.87,22.75,22.81,22.87,-127.00,512,521,525,536,529,538,541,539,541,543,532,534,492,456,420,369,23.8999977111,81.08,14850
1593422411.2921326,23.00,22.62,22.69,22.87,22.81,22.50,22.69,22.81,22.75,22.75,22.69,22.81,22.75,22.81,22.87,-127.00,512,521,525,536,529,538,541,539,541,542,533,533,495,455,415,366,23.9099998474,81.10,14850
1593422712.063884,22.94,22.62,22.62,22.87,22.75,22.50,22.62,22.81,22.75,22.75,22.62,22.81,22.75,22.81,22.87,-127.00,512,520,525,536,530,538,541,539,541,542,533,534,495,456,417,369,23.8699989318,81.04,14850
1593423011.9331071,22.94,22.62,22.62,22.87,22.75,22.50,22.62,22.75,22.75,22.75,22.62,22.81,22.75,22.81,22.81,-127.00,512,520,525,536,530,538,541,539,541,542,532,534,495,461,420,365,23.8499984741,81.04,14850
1593423311.7099025,22.94,22.56,22.62,22.87,22.75,22.44,22.62,22.75,22.75,22.69,22.62,22.75,22.69,22.75,22.81,-127.00,512,520,525,536,530,538,541,539,541,542,532,534,495,459,415,364,23.8400001525,81.01,14850
1593423611.5843637,22.94,22.56,22.62,22.81,22.75,22.44,22.62,22.75,22.75,22.69,22.62,22.75,22.69,22.75,22.81,-127.00,512,520,525,536,530,538,542,540,541,543,532,533,495,459,417,363,23.8400001525,81.03,14850
1593423911.4384532,22.94,22.56,22.62,22.81,22.75,22.44,22.62,22.75,22.69,22.69,22.62,22.75,22.69,22.75,22.81,-127.00,512,521,525,536,530,538,541,539,541,542,533,535,492,456,419,368,23.8599967956,81.09,14850
1593424211.3595824,22.87,22.56,22.56,22.81,22.75,22.44,22.56,22.69,22.69,22.69,22.56,22.75,22.69,22.75,22.81,-127.00,512,522,525,536,529,538,541,539,541,542,532,534,494,455,416,368,23.8400001525,81.14,14850
