1592982011.6423652,21.87,20.81,21.44,21.69,21.62,21.31,21.37,21.06,21.56,21.19,21.37,21.56,21.56,21.31,21.62,-127.00,508,516,521,532,526,534,538,535,537,539,529,530,508,477,440,399,22.7899971008,76.71
1592982311.516188,21.94,21.31,21.56,21.75,21.75,21.44,21.56,21.56,21.69,21.56,21.56,21.75,21.69,21.62,21.81,-127.00,508,516,521,532,526,534,537,535,537,539,529,530,504,475,441,396,23.1699981689,77.32
1592982611.5830548,22.06,21.62,21.62,21.87,21.81,21.56,21.69,21.87,21.81,21.81,21.75,21.87,21.81,21.87,21.87,-127.00,508,517,522,532,526,534,537,535,537,539,529,530,505,471,435,395,23.2999992370,77.80
1592982911.3409884,22.12,21.75,21.75,22.00,21.94,21.62,21.81,22.00,21.94,21.94,21.87,22.00,21.87,22.00,22.00,-127.00,508,516,521,532,526,535,537,535,537,538,529,530,502,469,436,396,23.5599975585,78.14
1592983211.2451077,22.19,21.87,21.81,22.06,22.00,21.75,21.87,22.12,22.00,22.06,21.87,22.06,21.94,22.12,22.12,-127.00,508,516,521,532,526,535,537,535,537,539,529,530,501,469,437,393,23.5000000000,78.76
1592983512.0804317,22.25,21.94,21.87,22.12,22.00,21.75,21.94,22.19,22.06,22.12,21.94,22.06,22.00,22.19,22.12,-127.00,508,516,521,532,526,534,537,535,537,539,529,530,502,470,432,387,23.5200004577,79.12
1592983811.8101919,21.87,20.62,21.50,21.75,21.69,21.31,21.44,21.12,21.62,21.31,21.44,21.62,21.62,21.25,21.69,-127.00,508,516,520,532,526,534,537,535,537,538,529,529,508,477,441,400,22.5999984741,76.00
1592984111.6788146,21.37,19.94,21.12,21.31,21.31,20.81,20.94,20.25,21.12,20.44,20.87,21.06,21.19,20.56,21.19,-127.00,508,516,520,532,526,534,537,535,536,538,529,530,510,480,451,414,21.8499984741,74.61
1592984411.4242787,21.00,19.25,20.69,20.94,20.87,20.44,20.50,19.56,20.69,19.87,20.31,20.56,20.75,20.00,20.75,-127.00,508,516,520,531,525,534,536,535,536,538,529,529,515,485,451,416,21.3799972534,73.81
1592984712.1250558,21.06,19.94,20.69,20.94,20.87,20.56,20.56,20.12,20.75,20.31,20.50,20.75,20.81,20.37,20.81,-127.00,508,516,520,531,525,534,536,536,536,538,528,529,512,479,447,413,22.0200004577,75.29
1592985011.964233,21.25,20.50,20.87,21.12,21.00,20.75,20.81,20.75,21.00,20.81,20.81,21.06,21.00,20.81,21.00,-127.00,508,516,520,532,525,534,537,535,537,538,528,530,508,477,447,410,22.3999977111,76.12
1592985311.8775656,21.44,20.81,20.94,21.25,21.12,20.87,21.00,21.12,21.12,21.06,21.00,21.19,21.06,21.12,21.19,-127.00,508,516,520,531,526,534,537,535,537,538,528,530,507,477,447,407,22.6199989318,76.71
1592985611.6881702,21.44,21.00,21.06,21.31,21.25,20.94,21.06,21.25,21.19,21.25,21.12,21.25,21.19,21.31,21.31,-127.00,508,516,520,533,526,534,537,535,536,538,529,529,509,477,441,401,22.7199974060,76.99
1592985911.3296733,21.56,21.12,21.12,21.37,21.31,21.06,21.19,21.37,21.25,21.31,21.19,21.31,21.25,21.37,21.44,-127.00,508,516,520,532,526,534,537,535,537,538,528,530,506,478,444,400,22.7599983215,77.59
1592986212.0367775,21.31,20.12,20.87,21.12,21.12,20.75,20.87,20.62,21.00,20.75,20.87,21.00,21.00,20.81,21.12,-127.00,508,517,520,532,526,534,536,535,536,538,528,529,508,479,449,411,22.0599975585,75.57
1592986511.7535043,20.94,19.81,20.56,20.81,20.75,20.37,20.50,19.94,20.62,20.12,20.44,20.62,20.69,20.31,20.81,-127.00,508,516,520,531,525,534,536,534,536,538,528,529,512,483,450,409,21.6800003051,75.88
1592986811.852915,21.06,20.37,20.69,20.94,20.87,20.56,20.62,20.56,20.75,20.56,20.62,20.81,20.75,20.69,20.87,-127.00,508,516,520,531,525,534,537,535,536,538,528,529,508,477,446,409,22.1399993896,76.93
1592987111.506756,21.19,20.69,20.81,21.06,20.94,20.62,20.81,20.87,20.94,20.87,20.81,21.00,20.87,20.94,21.00,-127.00,509,516,520,532,525,534,536,534,536,538,529,529,507,476,445,406,22.3599967956,77.27
1592987412.2610424,21.25,20.87,20.87,21.12,21.06,20.75,20.87,21.06,21.00,21.00,20.94,21.06,21.00,21.06,21.12,-127.00,508,516,521,532,525,534,536,535,536,538,528,529,508,478,443,400,22.4799995422,77.50
1592987712.003878,21.31,21.00,20.94,21.19,21.12,20.87,21.00,21.19,21.06,21.12,21.00,21.19,21.06,21.19,21.25,-127.00,508,516,520,532,526,534,536,535,536,539,528,530,508,478,441,399,22.5299987792,77.81
1592988011.7020454,21.37,21.06,21.00,21.25,21.19,20.87,21.06,21.25,21.12,21.19,21.06,21.19,21.06,21.25,21.31,-127.00,508,516,520,532,525,534,536,535,536,538,528,529,508,477,439,398,22.5900001525,78.14
1592988311.496518,21.44,21.12,21.06,21.31,21.19,20.94,21.12,21.31,21.19,21.25,21.12,21.25,21.12,21.31,21.31,-127.00,508,516,521,532,525,534,537,535,537,538,528,530,507,474,437,397,22.6399993896,78.55
1592988612.22562,21.50,21.19,21.12,21.37,21.25,21.00,21.19,21.37,21.25,21.31,21.19,21.31,21.19,21.37,21.37,-127.00,508,516,520,532,526,534,537,535,537,538,528,529,504,475,441,397,22.6899986267,78.88
1592988912.049516,21.50,21.25,21.12,21.37,21.31,21.06,21.25,21.44,21.31,21.37,21.19,21.37,21.25,21.44,21.44,-127.00,508,516,520,533,526,534,537,535,537,538,528,529,504,475,440,394,22.6899986267,79.19
1592989211.76793,21.56,21.31,21.19,21.44,21.37,21.06,21.31,21.44,21.31,21.37,21.25,21.44,21.31,21.44,21.50,-127.00,508,516,521,531,525,534,537,535,536,539,529,529,502,473,440,396,22.7399978637,79.54
1592989511.5016968,21.56,21.37,21.25,21.44,21.37,21.12,21.31,21.50,21.37,21.44,21.31,21.44,21.37,21.50,21.50,-127.00,508,516,520,532,526,534,537,535,536,538,528,529,502,473,437,390,22.7700004577,79.81
1592989812.1623905,21.62,21.37,21.25,21.50,21.44,21.19,21.37,21.56,21.44,21.50,21.31,21.50,21.37,21.56,21.56,-127.00,508,516,521,533,526,534,537,535,536,538,529,530,501,469,436,393,22.7799987792,80.13
1592990112.1768136,21.69,21.44,21.31,21.50,21.50,21.19,21.44,21.56,21.44,21.50,21.37,21.50,21.44,21.56,21.62,-127.00,508,516,521,531,525,534,537,535,536,538,528,529,503,471,432,388,22.8299980163,80.37
1592990412.312363,21.69,21.44,21.37,21.56,21.50,21.25,21.44,21.62,21.50,21.56,21.44,21.56,21.44,21.62,21.62,-127.00,508,516,520,531,526,534,537,535,536,539,529,530,500,467,434,390,22.8299980163,80.56
1592990711.933314,21.69,21.50,21.37,21.62,21.56,21.25,21.44,21.62,21.56,21.56,21.44,21.62,21.50,21.62,21.62,-127.00,508,516,520,532,526,534,537,535,537,538,528,529,500,469,434,388,22.8499984741,80.59
1592991011.6183972,21.75,21.50,21.44,21.62,21.56,21.31,21.50,21.69,21.56,21.62,21.50,21.62,21.50,21.69,21.69,-127.00,508,516,520,532,526,534,537,535,537,538,528,530,500,467,434,389,22.8799972534,80.82
1592991311.4377534,21.75,21.56,21.44,21.69,21.62,21.31,21.50,21.69,21.62,21.62,21.50,21.62,21.56,21.69,21.69,-127.00,508,516,520,532,526,534,538,535,537,538,528,529,498,467,432,386,22.9099998474,80.93
1592991612.1115866,21.81,21.56,21.50,21.69,21.62,21.37,21.56,21.75,21.62,21.69,21.56,21.69,21.56,21.69,21.75,-127.00,508,516,520,532,526,534,537,535,537,538,528,530,499,468,432,383,22.9399986267,81.10
1592991911.7665293,21.81,21.62,21.50,21.69,21.62,21.37,21.56,21.75,21.69,21.69,21.56,21.69,21.62,21.75,21.75,-127.00,508,516,520,532,526,535,537,535,537,538,529,529,498,467,431,383,22.9300003051,81.26
