1592885110.9500382,20.37,18.62,19.87,20.12,20.12,19.75,19.69,19.06,20.00,19.31,19.69,19.87,20.00,18.94,20.12,512,517,520,530,525,534,537,539,538,540,531,532,20.3799972534,76.01
1592885411.4053056,20.12,18.37,19.69,19.94,19.94,19.56,19.50,18.94,19.81,19.19,19.44,19.75,19.81,18.69,19.94,512,517,520,530,524,534,536,536,538,540,531,532,20.1599998474,75.73
1592885711.7847009,20.37,19.44,19.87,20.12,20.12,19.81,19.81,19.75,20.00,19.75,19.81,20.06,20.00,19.69,20.19,514,519,522,532,527,536,539,538,540,542,533,534,21.5099983215,77.87
1592886011.3654037,20.56,19.69,20.06,20.31,20.31,20.00,20.06,20.12,20.19,20.12,20.06,20.25,20.19,20.12,20.37,512,518,520,530,525,534,537,536,539,540,531,532,21.6299972534,76.80
1592886311.7435927,20.25,18.75,19.81,20.06,20.00,19.62,19.69,19.31,19.94,19.50,19.69,19.87,19.94,19.19,20.06,512,519,522,531,526,534,537,537,539,540,530,533,20.3499984741,76.60
1592886611.1356778,20.12,19.00,19.69,19.94,19.87,19.56,19.62,19.31,19.75,19.44,19.56,19.75,19.81,19.25,19.94,512,517,520,530,528,535,537,537,539,540,531,532,20.9399986267,77.17
1592886911.5223186,20.37,19.81,19.94,20.19,20.12,19.87,19.94,20.06,20.06,20.06,19.94,20.12,20.06,20.06,20.25,513,517,520,531,525,534,537,537,539,542,531,532,21.8299980163,78.35
1592887211.9851797,20.56,20.31,20.12,20.37,20.31,20.12,20.25,20.56,20.25,20.44,20.25,20.37,20.25,20.56,20.44,512,517,520,530,525,534,536,536,538,540,531,532,22.1800003051,77.82
1592887511.3769872,20.75,20.56,20.31,20.56,20.50,20.25,20.44,20.81,20.44,20.62,20.44,20.56,20.44,20.87,20.62,514,519,521,532,527,536,538,538,540,542,532,534,22.2999992370,78.08
1592887811.7215776,20.87,20.75,20.44,20.69,20.62,20.37,20.56,20.94,20.56,20.81,20.62,20.69,20.56,21.12,20.81,514,518,521,531,525,535,537,537,539,541,531,532,22.3999977111,78.31
1592888111.4471924,20.87,20.37,20.44,20.69,20.69,20.31,20.50,20.62,20.62,20.69,20.56,20.62,20.56,20.75,20.75,512,517,520,530,525,534,537,536,538,540,532,533,21.8599967956,77.62
1592888411.8751845,20.56,19.62,20.19,20.44,20.37,20.00,20.12,19.87,20.25,19.94,20.06,20.25,20.31,19.87,20.50,512,517,519,530,525,534,536,536,538,540,530,531,21.0999984741,77.86
1592888711.260509,20.75,20.25,20.31,20.56,20.50,20.25,20.44,20.44,20.44,20.44,20.37,20.56,20.44,20.50,20.62,512,517,519,530,525,534,537,536,538,540,531,531,22.0099983215,79.29
1592889011.5641932,20.87,20.62,20.50,20.69,20.69,20.37,20.62,20.87,20.62,20.75,20.62,20.75,20.62,20.87,20.81,512,517,520,530,525,534,537,536,539,540,531,532,22.3099975585,78.40
1592889312.0280561,21.00,20.87,20.62,20.87,20.81,20.56,20.75,21.06,20.75,20.94,20.75,20.87,20.75,21.12,20.94,513,518,521,532,526,535,538,537,540,541,532,533,22.4599990844,78.75
1592889611.6684153,21.12,21.00,20.69,20.94,20.87,20.69,20.87,21.25,20.87,21.12,20.87,21.00,20.87,21.31,21.06,513,518,520,531,526,534,537,536,539,541,531,532,22.5399971008,78.97
1592889912.5232923,21.19,21.12,20.81,21.06,21.00,20.75,21.00,21.31,21.00,21.19,21.00,21.12,20.94,21.44,21.12,513,517,520,530,525,537,537,537,539,541,531,532,22.5999984741,79.25
1592890211.938405,21.31,21.19,20.87,21.12,21.06,20.87,21.06,21.37,21.06,21.25,21.06,21.19,21.06,21.50,21.25,512,517,520,530,525,535,538,536,538,540,531,532,22.6699981689,79.39
