1593068412.2980201,22.69,22.12,22.25,22.50,22.44,22.19,22.31,22.37,22.44,22.37,22.31,22.50,22.44,22.44,22.50,-127.00,509,517,522,532,526,535,537,536,537,539,529,530,501,470,432,382,23.7099990844,79.90,14850
1593068712.1527584,22.69,22.19,22.25,22.50,22.44,22.19,22.31,22.44,22.44,22.37,22.31,22.50,22.44,22.44,22.56,-127.00,509,517,521,533,527,535,537,536,537,539,530,530,500,468,430,379,23.6800003051,80.50,14850
1593069011.8786519,22.69,22.19,22.31,22.50,22.50,22.19,22.31,22.44,22.44,22.44,22.37,22.50,22.44,22.44,22.56,-127.00,509,517,521,532,527,535,537,536,537,539,529,530,499,467,427,376,23.7399978637,80.54,14850
1593069311.5681322,22.69,22.19,22.31,22.56,22.50,22.19,22.31,22.44,22.44,22.44,22.37,22.50,22.44,22.50,22.56,-127.00,509,518,521,532,526,535,537,535,537,539,529,532,498,465,426,374,23.6699981689,81.30,14850
1593069611.5910032,22.44,21.19,22.12,22.31,22.25,21.87,22.00,21.75,22.19,21.87,22.00,22.19,22.19,21.94,22.31,-127.00,509,517,521,533,526,535,537,536,537,539,529,531,504,476,441,393,23.1099967956,77.12,14850
1593069911.2762952,21.87,20.19,21.62,21.87,21.81,21.31,21.37,20.69,21.69,20.94,21.37,21.56,21.69,21.06,21.81,-127.00,508,517,521,532,526,535,537,535,538,539,529,530,509,483,450,407,22.0900001525,75.09,14850
1593070211.9969466,21.50,19.56,21.25,21.44,21.44,20.87,20.94,20.00,21.19,20.25,20.75,21.06,21.25,20.44,21.25,-127.00,508,516,521,532,526,534,537,535,537,538,529,530,514,487,452,411,21.8400001525,73.52,14850
1593070511.7343001,21.31,19.87,21.00,21.25,21.19,20.81,20.81,20.06,21.00,20.31,20.69,21.00,21.06,20.44,21.06,-127.00,509,517,521,532,526,535,537,535,537,539,529,530,513,487,455,413,22.0200004577,74.24,14850
1593070811.7060862,21.56,20.56,21.19,21.44,21.37,21.06,21.06,20.87,21.19,20.94,21.06,21.31,21.25,21.00,21.31,-127.00,508,517,521,532,526,535,537,535,537,539,529,530,510,481,451,411,22.5299987792,75.45,14850
1593071111.3818297,21.69,20.94,21.25,21.50,21.44,21.12,21.19,21.25,21.37,21.25,21.25,21.44,21.37,21.31,21.44,-127.00,509,517,521,532,526,534,537,535,537,539,529,530,511,479,444,404,22.7399978637,76.25,14850
